date,workerid,amount
Tue May 01 09:51:04 PDT 2018,AJ5L6CU8PFFPT,0.4
,total paid to workers:,=SUM(c2:c2)
,40% paid to Amazon:,=.4*c3
,total:,=SUM(c3:c4
