workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,,,,,,-1,,,,,,NA,,,-1
1,small,neverlived,eng,English,int,1,Male,43,L2,No tengo nada que añadir. Gracias por la encuesta.,neverlived,Yes,no,nocollege,3
2,mid,over8,span,Español,native,2,Male,25,SpanSpan,"Excelente tarea para nosotros lo hispanohablantes , gracias",mostlive,Yes,no,nocollege,3
3,none,neverlived,other,Italiano,int,1,Male,23,otherL2,,neverlived,No,no,nocollege,2
4,small,over8,span,,int,2,Female,22,L2,,shortlive,Confused,noclasses,mostsem,3
5,mid,neverlived,span,Ingles,near native,2,Male,19,SpanEng,El experimento se me hizo muy interesante.,neverlived,Yes,yes,midsem,2
6,most,under8,spaneng,Español,native,2,Male,31,SpanSpan,,mostlive,Yes,yes,nocollege,1
7,mid,neverlived,eng,english,int,0,Male,28,SpanEng,,midlive,Yes,yes,midsem,3
8,none,both8,span,español,native,2,Female,30,SpanEng,"me parecio interesante, es necesario analizar las respuestas. muy interesante",mostlive,Yes,noclasses,nocollege,4
