workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,most,both8,span,Español,native,2,Male,21,SpanSpan,,mostlive,Yes,yes,nocollege,2
1,mid,under8,eng,espanol,advanced,2,Male,42,SpanEng,,midlive,Yes,no,nocollege,2
2,most,neverlived,spaneng,"Inglés, algo de español",int,2,Female,33,L2,,neverlived,Yes,yes,mostsem,4
3,most,both8,span,Español,native,2,Female,34,SpanSpan,"Me pareció interesante, me gusta mucho la buena ortografía, así que medio es parecido esto, así que bien.",mostlive,Yes,yes,nocollege,3
4,none,both8,spaneng,,native,2,Male,36,SpanEng,Ninguno,mostlive,Yes,noclasses,nocollege,3
5,most,neverlived,eng,ingles,int,1,Female,33,SpanEng,,neverlived,Yes,yes,midsem,3
6,most,both8,span,Español,native,2,Male,28,SpanSpan,"Fue interesante, aunque algunas de esas frases no eran muy comunes cuando se habla en español, por lo tanto no sonaban muy naturales.",mostlive,Yes,noclasses,nocollege,1
7,none,under8,spaneng,Espanol,advanced,2,Male,46,SpanEng,"Espero que mis respuestas contribuyan con el exito de este estudio, muchas gracias por permitirme colaborar con uds.",midlive,Yes,no,nocollege,4
8,none,both8,span,español,native,2,Male,60,SpanSpan,Muchas gracias.Un experimento entretenido y un  buen entrenamiento para el cerebro.,mostlive,Yes,noclasses,nocollege,2
