workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,mid,under8,spaneng,spanish,int,1,Male,24,L2,nothing,,Confused,yes,midsem,2
1,mid,under8,span,english,basic,2,Male,26,SpanEng,good,neverlived,Yes,yes,midsem,3
