date,workerid,amount
Wed Apr 25 16:52:20 PDT 2018,A1WSXOSTCEXCVX,0.4
Wed Apr 25 16:53:30 PDT 2018,A1ZWDUFNFILYJJ,0.4
Wed Apr 25 17:01:25 PDT 2018,A37CO0N1KC1CDW,0.4
Wed Apr 25 17:02:18 PDT 2018,AVSLRTQLC2XK4,0.4
Wed Apr 25 17:05:30 PDT 2018,A9YY444ESHD5H,0.4
Wed Apr 25 17:11:13 PDT 2018,A17VXAMGTXV1FL,0.4
Wed Apr 25 17:12:06 PDT 2018,AYCEN3UEH5JKN,0.4
Wed Apr 25 17:36:49 PDT 2018,A3LUETNYKSGBFY,0.4
Wed Apr 25 18:11:30 PDT 2018,A22TE376NX0MEH,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
