date,workerid,amount
Tue May 22 09:01:54 PDT 2018,AMRCYLXE4S5KM,0.4
Tue May 22 09:31:20 PDT 2018,A214IV86603N9N,0.4
Tue May 22 10:00:09 PDT 2018,A2K4OJDQPXIU5T,0.4
Tue May 22 11:14:13 PDT 2018,A3QU440HVYFNTO,0.4
Tue May 22 11:44:12 PDT 2018,A3V6O2P5NYGBCP,0.4
Wed May 23 01:08:06 PDT 2018,A2DGEYTC623BQI,0.4
Wed May 23 01:08:57 PDT 2018,ACU8RTAZQU1GP,0.4
Wed May 23 07:04:30 PDT 2018,A3BCDYK5ZHQ563,0.4
,total paid to workers:,=SUM(c2:c9)
,40% paid to Amazon:,=.4*c10
,total:,=SUM(c10:c11
