date,workerid,amount
Thu May 03 12:27:27 PDT 2018,A1Y9VA9FKJLS5K,0.4
Sat May 05 00:09:45 PDT 2018,AOSB3RSWQQENC,0.4
Sat May 05 05:07:23 PDT 2018,A3MK12K0EAQITB,0.4
Sat May 05 17:37:59 PDT 2018,AB30J8PRB8D5Z,0.4
Sun May 06 07:10:58 PDT 2018,A13UTZBJ46W7NH,0.4
Sun May 06 08:09:34 PDT 2018,A12XQHU3T1GH4U,0.4
Sun May 06 15:06:28 PDT 2018,A9LFNXMYMHSZW,0.4
Sun May 06 16:45:39 PDT 2018,A1F8FQH0BX4MBZ,0.4
Sun May 06 18:52:09 PDT 2018,AIBX0FFXVGV3G,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
