date,workerid,amount
Wed Apr 25 16:52:19 PDT 2018,A2TC1ZFCTOCDA5,0.4
Wed Apr 25 17:00:05 PDT 2018,A2EJLKLPXT8GDI,0.4
Wed Apr 25 17:00:57 PDT 2018,AH9NHR1PJODG1,0.4
Wed Apr 25 17:03:07 PDT 2018,A182YKPS46KE9F,0.4
Wed Apr 25 17:11:59 PDT 2018,A1M0JDU08KRH7X,0.4
Wed Apr 25 17:22:35 PDT 2018,ADFK3HW4HAH48,0.4
Wed Apr 25 17:22:35 PDT 2018,A2ZX5TLZPAQ2XD,0.4
Wed Apr 25 17:38:33 PDT 2018,A1I5F4DK09H8F1,0.4
Wed Apr 25 18:09:34 PDT 2018,AU9X65TEUJ6H9,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
