workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,small,under8,spaneng,ingles,advanced,1,Female,21,SpanEng,natha,shortlive,Yes,yes,nocollege,2
1,most,over8,spaneng,espanol,native,2,Female,39,SpanEng,,mostlive,Yes,yes,nocollege,2
2,,,,,,-1,,,,,,NA,,,-1
3,none,neverlived,eng,English,advanced,2,Female,35,L2,Interesante muchas gracias por darme la oportunidad de participar,neverlived,Yes,no,nocollege,3
4,small,neverlived,span,Espanol,native,2,Male,26,SpanEng,"Entendi todo, gracias. ",neverlived,Yes,yes,nocollege,2
5,mid,neverlived,,Ingles ,int,1,Male,32,SpanEng,,,Yes,yes,midsem,3
6,most,both8,span,Español,native,2,Male,44,SpanSpan,"interesante, pero ni idea para que les puede servir",mostlive,Yes,yes,nocollege,3
7,most,neverlived,spaneng,castellano,near native,2,Male,23,SpanEng,,neverlived,Yes,yes,nocollege,1
8,most,over8,eng,ingles,advanced,1,Female,36,L2,,shortlive,Yes,no,mostsem,4
