date,workerid,amount
Tue May 22 09:07:08 PDT 2018,A1E2AB5N0CWJHJ,0.4
Tue May 22 11:11:51 PDT 2018,A1JDYQ33ACLPSW,0.4
Tue May 22 11:37:39 PDT 2018,A3DLF966K5K4BX,0.4
Tue May 22 12:03:48 PDT 2018,AGXVWHXJZ6O7K,0.4
Tue May 22 12:30:16 PDT 2018,A3RBC5DVESRSEB,0.4
Tue May 22 15:38:57 PDT 2018,A19KF02ULCISTQ,0.4
Tue May 22 17:11:16 PDT 2018,A3CK3G44U565F5,0.4
Tue May 22 18:46:13 PDT 2018,A17JC0JT09S66G,0.4
Wed May 23 07:12:54 PDT 2018,A339PGP5G9NZR1,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
