workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,none,both8,span,español,native,2,Male,36,SpanSpan,,mostlive,Yes,noclasses,nocollege,3
1,most,both8,span,Español,native,2,Male,24,SpanSpan,,mostlive,Yes,yes,nocollege,3
