workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,mid,under8,span,Español,native,1,Male,30,SpanEng,,mostlive,Yes,no,nocollege,3
1,none,neverlived,eng,Hindi,none,-1,Female,62,otherL2,,neverlived,Yes,no,nocollege,4
2,,,,,,-1,,,,,,No,,,-1
3,none,both8,span,Espanol,native,2,Female,24,SpanEng,,mostlive,Yes,noclasses,nocollege,4
4,most,over8,span,Español,native,1,Male,35,SpanSpan,,mostlive,Yes,yes,mostsem,3
5,most,both8,spaneng,español,native,1,Male,26,SpanSpan,gracias!,mostlive,Yes,yes,onesem,2
6,most,both8,span,español,native,1,Female,30,SpanSpan,"Era difícil seleccionar la descripción cuando muchas de ellas parecían no tener sentido (ejemplo, plátano corto y viejo o plátano viejo y corto).",mostlive,Yes,yes,nocollege,4
7,none,neverlived,eng,Ingles,advanced,2,Female,29,L2,,neverlived,Yes,no,nocollege,1
8,small,under8,eng,,int,0,Female,,SpanEng,,midlive,No,no,mostsem,2
