date,workerid,amount
Thu May 03 11:49:01 PDT 2018,A25Q1FKANAEYNH,0.4
Thu May 03 17:23:14 PDT 2018,A3HSJESQHHK9WY,0.4
Thu May 03 17:36:33 PDT 2018,A35IGG3NIWL4A3,0.4
Fri May 04 05:17:26 PDT 2018,A1PZIN8H1VI6SY,0.4
Fri May 04 06:01:11 PDT 2018,A3FCBF2TVA1YXT,0.4
Fri May 04 11:51:08 PDT 2018,AAVNBIDLPQ6YD,0.4
Fri May 04 20:31:40 PDT 2018,A1A5AAVPAHDHTG,0.4
Sat May 05 00:18:43 PDT 2018,A2S4N05L6U72OL,0.4
Sat May 05 04:23:08 PDT 2018,AWDSIX3ULD32V,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
