date,workerid,amount
Thu May 03 17:47:08 PDT 2018,A3HITJTDC78UVZ,0.4
Fri May 04 06:55:22 PDT 2018,ANDT8L0OMD5K3,0.4
Fri May 04 14:11:14 PDT 2018,A1C7XI68SED8JE,0.4
Sat May 05 04:27:18 PDT 2018,A37ZXEZUT5PNPA,0.4
Sat May 05 15:46:24 PDT 2018,AWYAVVEVO3O6M,0.4
Sat May 05 17:31:59 PDT 2018,A1PLYU7HZ97RF0,0.4
Sat May 05 20:59:36 PDT 2018,A1TKWVI8HWOZ4H,0.4
Sun May 06 00:41:29 PDT 2018,A19WR9VZ3F9QNX,0.4
Sun May 06 08:00:18 PDT 2018,A274SOLROVWT43,0.4
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
