workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,small,under8,eng,TAMIL,basic,1,Male,26,SpanEng,NILL,shortlive,No,no,onesem,2
1,most,both8,span,Espanol,native,1,Male,32,SpanEng,,mostlive,No,yes,mostsem,4
2,,,,,,-1,,,,,,NA,,,-1
3,most,neverlived,spaneng,espanol y ingles,advanced,1,Female,28,SpanEng,fue dificil porque a veces ningunos de los ejemplos me sueno muy bien ni muy natural,neverlived,Yes,yes,mostsem,4
4,mid,neverlived,eng,Ingles,int,0,Female,20,SpanSpan,,neverlived,Yes,yes,nocollege,2
5,,both8,span,español,native,2,Male,43,SpanSpan,,mostlive,Yes,,,3
6,none,under8,span,español,native,2,Male,38,SpanSpan,con gusto ayudaria en la transcripcion o pruebas en español. gracias ,mostlive,Yes,yes,nocollege,3
7,most,both8,spaneng,espanol,native,2,Female,26,SpanEng,,mostlive,Yes,yes,mostsem,3
8,none,both8,,Spanish,native,2,Female,38,SpanSpan,Muchos de los adjetivos que se han usado no son comunes usarlos junto a esos sustantivos pero he intentado imaginarme diciendolos en una situacion real y los he seleccionado segun crei que los usaria yo.,mostlive,Yes,noclasses,nocollege,3
